Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2013-12-31,49.44,49.79,49.12,49.26,1746100.0,0.0,1.0,41.50682044521,41.80065918218,41.238167885694,41.355703380482,1746100.0
2013-12-30,48.99,49.38,48.17,49.27,1972100.0,0.0,1.0,41.12902778339,41.4564480903,40.440605599631,41.364098772967,1972100.0
2013-12-27,50.33,50.61,48.91,49.04,2107200.0,0.0,1.0,42.254010376363,42.48908136594,41.061864643511,41.171004745815,2107200.0
2013-12-26,51.07,51.55,50.19,50.36,1518800.0,0.0,1.0,42.875269420244,43.278248259518,42.136474881575,42.279196553818,1518800.0
2013-12-24,50.36,51.21,50.36,50.97,1150800.0,0.0,1.0,42.279196553818,42.992804915032,42.279196553818,42.791315495395,1150800.0
2013-12-23,49.34,50.56,49.04,50.52,1844000.0,0.0,1.0,41.422866520361,42.447104403515,41.171004745815,42.413522833576,1844000.0
2013-12-20,49.91,50.15,49.17,49.25,2871000.0,0.0,1.0,41.901403891999,42.102893311636,41.280144848118,41.347307987997,2871000.0
2013-12-19,49.68,50.49,49.22,49.87,2319600.0,0.0,1.0,41.708309864847,42.388336656121,41.322121810542,41.867822322059,2319600.0
2013-12-18,49.01,50.1499,48.54,49.93,3535500.0,0.0,1.0,41.14581856836,42.102809357711,40.751235121571,41.918194676968,3535500.0
2013-12-17,48.05,49.14,47.82,48.98,2898700.0,0.0,1.0,40.339860889812,41.254958670663,40.14676686266,41.120632390905,2898700.0
2013-12-16,47.38,48.5,47.38,48.11,3512900.0,0.0,1.0,39.777369593326,40.717653551632,39.777369593326,40.390233244722,3512900.0
2013-12-13,46.0,47.8,46.0,47.29,4803900.0,0.0,1.0,38.618805430413,40.129976077691,38.618805430413,39.701811060962,4803900.0
2013-12-12,45.13,46.47,45.09,45.61,2967500.0,0.0,1.0,37.88840628423,39.013388877202,37.85482471429,38.291385123503,2967500.0
2013-12-11,45.77,46.44,45.03,45.21,2968200.0,0.0,1.0,38.425711403261,38.988202699748,37.804452359381,37.955569424109,2968200.0
2013-12-10,45.49,45.92,45.18,45.77,3399500.0,0.0,1.0,38.190640413685,38.551642290535,37.930383246654,38.425711403261,3399500.0
2013-12-09,45.09,46.11,45.0,45.58,4411400.0,0.0,1.0,37.85482471429,38.711154747747,37.779266181926,38.266198946049,4411400.0
2013-12-06,45.69,46.54,44.87,45.08,3945200.0,0.0,1.0,38.358548263382,39.072156624597,37.670126079623,37.846429321805,3945200.0
2013-12-05,45.65,46.14,45.07,45.13,4486300.0,0.0,1.0,38.324966693443,38.736340925202,37.83803392932,37.88840628423,4486300.0
2013-12-04,46.04,46.69,45.65,45.77,4598400.0,0.0,1.0,38.652387000353,39.19808751187,38.324966693443,38.425711403261,4598400.0
2013-12-03,46.76,46.9,44.92,45.95,8215700.0,0.0,1.0,39.256855259264,39.374390754052,37.712103042047,38.576828467989,8215700.0
2013-12-02,48.5,48.59,46.78,46.97,4198500.0,0.275,1.0,40.717653551632,40.793212083995,39.273646044234,39.433158501446,4198500.0
2013-11-29,48.21,48.75,47.94,48.25,2295200.0,0.0,1.0,40.23859818721,40.689310550228,40.013242005701,40.271984288174,2295200.0
2013-11-27,48.3,48.59,47.68,47.77,3574700.0,0.0,1.0,40.313716914379,40.55576614637,39.796232349433,39.871351076602,3574700.0
2013-11-26,48.97,49.36,48.0,48.26,4534300.0,0.0,1.0,40.872934105531,41.198448589933,40.063321157147,40.280330813415,4534300.0
2013-11-25,50.71,50.72,48.76,48.9,5503500.0,0.0,1.0,42.325229497478,42.333576022719,40.697657075469,40.814508428844,5503500.0
2013-11-22,49.94,50.01,48.58,49.86,5238800.0,0.0,1.0,41.682547053915,41.740972730603,40.547419621129,41.615774851987,5238800.0
2013-11-21,50.19,50.25,46.66,48.8,14606000.0,0.0,1.0,41.891210184942,41.941289336388,38.944886774843,40.731043176433,14606000.0
2013-11-20,53.26,53.33,51.805,52.44,4136400.0,0.0,1.0,44.453593433951,44.512019110639,43.239174011375,43.769178364183,4136400.0
2013-11-19,55.28,55.33,52.99,53.19,3104800.0,0.0,1.0,46.139591532648,46.181324158853,44.228237252442,44.395167757264,3104800.0
2013-11-18,57.09,57.19,54.74,55.04,2642600.0,0.0,1.0,47.650312601282,47.733777853693,45.68887916963,45.939274926862,2642600.0
2013-11-15,57.5,57.55,55.62,56.53,2877400.0,0.0,1.0,47.992520136166,48.034252762371,46.423373390844,47.182907187782,2877400.0
2013-11-14,57.68,57.74,56.92,57.43,1704000.0,0.0,1.0,48.142757590505,48.192836741952,47.508421672184,47.934094459478,1704000.0
2013-11-13,56.54,57.61,56.54,57.59,1760400.0,0.0,1.0,47.191253713023,48.084331913818,47.191253713023,48.067638863335,1760400.0
2013-11-12,55.36,57.11,55.0,56.96,2349700.0,0.0,1.0,46.206363734576,47.667005651764,45.905888825898,47.541807773148,2349700.0
2013-11-11,55.19,55.78,54.04,55.38,1503500.0,0.0,1.0,46.064472805478,46.556917794701,45.104622402755,46.223056785058,1503500.0
2013-11-08,53.9,55.52,53.79,55.48,1497400.0,0.0,1.0,44.98777104938,46.339908138433,44.895959271728,46.306522037469,1497400.0
2013-11-07,55.95,56.32,53.64,53.82,2452900.0,0.0,1.0,46.6988087238,47.007630157719,44.770761393112,44.920998847451,2452900.0
2013-11-06,56.7,57.21,55.84,56.05,1736400.0,0.0,1.0,47.32479811688,47.750470904175,46.606996946148,46.78227397621,1736400.0
2013-11-05,55.36,56.75,54.55,56.56,2740700.0,0.0,1.0,46.206363734576,47.366530743085,45.530295190049,47.207946763505,2740700.0
2013-11-04,55.45,55.7299,54.97,55.3,1427400.0,0.0,1.0,46.281482461746,46.515101703244,45.880849250174,46.15628458313,1427400.0
2013-11-01,55.09,55.37,54.73,55.05,2338900.0,0.0,1.0,45.981007553067,46.214710259817,45.680532644389,45.947621452103,2338900.0
2013-10-31,55.2,55.36,54.06,54.82,1757700.0,0.0,1.0,46.072819330719,46.206363734576,45.121315453237,45.755651371558,1757700.0
2013-10-30,55.83,56.0,54.9,55.22,1447000.0,0.0,1.0,46.598650420907,46.740541350005,45.822423573487,46.089512381201,1447000.0
2013-10-29,54.9,55.69,52.71,55.45,1904400.0,0.0,1.0,45.822423573487,46.481799067532,43.994534545692,46.281482461746,1904400.0
2013-10-28,54.88,55.03,54.19,54.41,1199900.0,0.0,1.0,45.805730523005,45.930928401621,45.229820281371,45.413443836674,1199900.0
2013-10-25,54.93,55.37,54.37,54.88,919100.0,0.0,1.0,45.84746314921,46.214710259817,45.38005773571,45.805730523005,919100.0
2013-10-24,54.6,55.08,54.51,54.8,1149800.0,0.0,1.0,45.572027816255,45.972661027826,45.496909089085,45.738958321076,1149800.0
2013-10-23,54.57,54.84,53.58,54.47,1349000.0,0.0,1.0,45.546988240532,45.772344422041,44.720682241665,45.463522988121,1349000.0
2013-10-22,54.74,55.2799,54.2,54.76,1886900.0,0.0,1.0,45.68887916963,46.139508067395,45.238166806612,45.705572220112,1886900.0
2013-10-21,54.28,54.83,53.37,54.65,1695900.0,0.0,1.0,45.30493900854,45.763997896799,44.545405211603,45.61376044246,1695900.0
2013-10-18,53.03,54.0,52.03,53.88,1676400.0,0.0,1.0,44.261623353406,45.07123630179,43.426970829299,44.971077998898,1676400.0
2013-10-17,51.66,52.7,51.41,52.67,1711800.0,0.0,1.0,43.11814939538,43.986188020451,42.909486264353,43.961148444728,1711800.0
2013-10-16,51.48,51.97,51.03,51.66,1885700.0,0.0,1.0,42.96791194104,43.376891677853,42.592318305192,43.11814939538,1885700.0
2013-10-15,51.79,52.08,51.0,51.3,1831100.0,0.0,1.0,43.226654223513,43.468703455505,42.567278729469,42.817674486701,1831100.0
2013-10-14,51.09,51.87,50.8101,51.78,1240000.0,0.0,1.0,42.642397456638,43.293426425442,42.408778215141,43.218307698272,1240000.0
