Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2015-12-31,28.43,28.86,28.03,28.04,1696030.0,0.0,1.0,25.610233185092,25.997584583952,25.249906302432,25.258914474499,1696030.0
2015-12-30,28.37,28.9399,28.24,28.48,1438398.0,0.0,1.0,25.556184152693,26.069559878764,25.439077915829,25.655274045425,1438398.0
2015-12-29,28.62,28.8,28.3268,28.43,2041056.0,0.0,1.0,25.781388454356,25.943535551553,25.517268849366,25.610233185092,2041056.0
2015-12-28,28.37,28.94,28.14,28.47,2325435.0,0.0,1.0,25.556184152693,26.069649960485,25.348996195164,25.646265873359,2325435.0
2015-12-24,28.62,28.8,28.2799,28.37,868965.0,0.0,1.0,25.781388454356,25.943535551553,25.475020522374,25.556184152693,868965.0
2015-12-23,28.8,28.93,28.26,28.75,2778623.0,0.0,1.0,25.943535551553,26.060641788418,25.457094259962,25.898494691221,2778623.0
2015-12-22,28.9,28.9,28.16,28.6,3066638.0,0.0,1.0,26.033617272219,26.033617272219,25.367012539297,25.763372110223,3066638.0
2015-12-21,28.53,29.1,28.05,28.75,3418315.0,0.0,1.0,25.700314905758,26.213780713549,25.267922646565,25.898494691221,3418315.0
2015-12-18,28.92,28.94,27.9,28.76,5472272.0,0.0,1.0,26.051633616352,26.069649960485,25.132800065567,25.907502863287,5472272.0
2015-12-17,30.56,30.71,29.05,29.05,2279414.0,0.0,1.0,27.528973835259,27.664096416257,26.168739853216,26.168739853216,2279414.0
2015-12-16,30.82,31.0,30.12,30.56,2185141.0,0.0,1.0,27.763186308989,27.925333406186,27.132614264333,27.528973835259,2185141.0
2015-12-15,30.74,31.15,30.4,30.54,2538331.0,0.0,1.0,27.691120932457,28.060455987184,27.384843082195,27.510957491126,2538331.0
2015-12-14,30.0,30.655,29.7199,30.27,2938663.0,0.0,1.0,27.024516199535,27.614551469891,26.772197299952,27.267736845331,2938663.0
2015-12-11,30.215,31.35,29.94,30.0,6592987.0,0.0,1.0,27.218191898965,28.240619428514,26.970467167136,27.024516199535,6592987.0
2015-12-10,32.55,32.9,31.47,32.01,4079944.0,0.0,1.0,29.321600076495,29.636886098823,28.348717493312,28.835158784904,4079944.0
2015-12-09,33.11,34.03,32.4,32.44,2582340.0,0.0,1.0,29.82605771222,30.654809542339,29.186477495498,29.222510183764,2582340.0
2015-12-08,32.6,33.89,32.27,33.74,2802815.0,0.0,1.0,29.366640936828,30.528695133408,29.069371258633,30.39357255241,2802815.0
2015-12-07,33.2,33.39,32.5,33.07,2948134.0,0.0,1.0,29.907131260819,30.078286530082,29.276559216163,29.790025023954,2948134.0
2015-12-04,32.77,33.35,32.24,33.3,3528291.0,0.0,1.0,29.519779861959,30.042253841816,29.042346742433,29.997212981484,3528291.0
2015-12-03,33.85,33.85,32.19,32.78,3717855.0,0.0,1.0,30.492662445142,30.492662445142,28.997305882101,29.528788034025,3717855.0
2015-12-02,34.7,34.84,33.86,33.87,2867737.0,0.0,1.0,31.258357070795,31.384471479726,30.501670617208,30.510678789275,2867737.0
2015-12-01,35.05,35.17,34.25,34.7,2181345.0,0.36,1.0,31.573643093123,31.681741157921,30.852989327802,31.258357070795,2181345.0
2015-11-30,35.56,35.83,34.9,35.03,3223097.0,0.0,1.0,31.704140828222,31.944864057233,31.115706268419,31.23161004535,3223097.0
2015-11-27,36.88,36.945,35.8,36.01,1193057.0,0.0,1.0,32.88100994783,32.938961836296,31.918117031788,32.105346209907,1193057.0
2015-11-25,37.79,38.03,36.6,36.64,2058001.0,0.0,1.0,33.692336386348,33.906312589913,32.631371043671,32.667033744265,2058001.0
2015-11-24,35.99,38.23,35.93,37.91,5363467.0,0.0,1.0,32.08751485961,34.084626092884,32.034020808719,33.79932448813,5363467.0
2015-11-23,33.14,37.69,33.0,37.61,16927011.0,0.0,1.0,29.546547442275,33.603179634862,29.421727990195,33.531854233674,16927011.0
2015-11-20,39.1,39.77,38.57,39.26,2792815.0,0.0,1.0,34.860289830807,35.457640065759,34.387759047934,35.002940633184,2792815.0
2015-11-19,37.65,38.96,37.5,38.46,2054647.0,0.0,1.0,33.567516934268,34.735470378727,33.43378180704,34.2896866213,2054647.0
2015-11-18,37.57,38.06,37.23,37.81,2284220.0,0.0,1.0,33.49619153308,33.933059615358,33.193058578029,33.710167736645,2284220.0
2015-11-17,38.3,38.3,36.9,37.16,2598812.0,0.0,1.0,34.147035818923,34.147035818923,32.898841298127,33.130648851989,2598812.0
2015-11-16,37.0,38.19,36.95,38.09,2569978.0,0.0,1.0,32.987998049613,34.04896339229,32.94341967387,33.959806640804,2569978.0
2015-11-13,39.94,40.1,37.07,37.18,9514511.0,0.0,1.0,35.609206543285,35.751857345661,33.050407775653,33.148480202287,9514511.0
2015-11-12,44.46,44.8,43.87,44.53,1886183.0,0.0,1.0,39.639091710427,39.942224665477,39.113066876663,39.701501436466,1886183.0
2015-11-11,46.08,46.3006,44.43,44.58,1886654.0,0.0,1.0,41.083431084491,41.280110878268,39.612344684981,39.746079812209,1886654.0
2015-11-10,45.44,46.21,45.25,45.94,1518178.0,0.0,1.0,40.512827874984,41.199334861422,40.343430047162,40.958611632411,1518178.0
2015-11-09,46.77,46.82,45.43,45.5,1523278.0,0.0,1.0,41.69861266974,41.743191045483,40.503912199835,40.566321925875,1523278.0
2015-11-06,46.75,47.48,46.35,46.82,1919412.0,0.0,1.0,41.680781319443,42.331625605287,41.324154313501,41.743191045483,1919412.0
2015-11-05,46.95,47.16,46.3,46.94,987900.0,0.0,1.0,41.859094822414,42.046324000533,41.279575937759,41.850179147266,987900.0
2015-11-04,46.73,47.11,46.62,46.85,1309454.0,0.0,1.0,41.662949969146,42.001745624791,41.564877542512,41.769938070929,1309454.0
2015-11-03,46.3,46.8,46.07,46.75,1428250.0,0.0,1.0,41.279575937759,41.725359695186,41.074515409342,41.680781319443,1428250.0
2015-11-02,46.03,46.49,45.57,46.18,955253.0,0.0,1.0,41.038852708748,41.448973765581,40.628731651915,41.172587835976,955253.0
2015-10-30,45.92,46.55,45.5735,46.07,1220203.0,0.0,1.0,40.940780282114,41.502467816472,40.631852138217,41.074515409342,1220203.0
2015-10-29,45.64,46.1805,45.37,45.71,746129.0,0.0,1.0,40.691141377955,41.173033619734,40.450418148944,40.753551103995,746129.0
2015-10-28,44.46,45.69,44.29,45.55,908040.0,0.0,1.0,39.639091710427,40.735719753698,39.487525232901,40.610900301618,908040.0
2015-10-27,44.72,44.91,43.55,44.25,1146076.0,0.0,1.0,39.870899264289,40.040297092111,38.827765271909,39.451862532307,1146076.0
2015-10-26,45.37,45.53,44.349,44.67,1464066.0,0.0,1.0,40.450418148944,40.593068951321,39.540127716278,39.826320888546,1464066.0
2015-10-23,47.62,47.62,45.09,45.35,2302145.0,0.0,1.0,42.456445057367,42.456445057367,40.200779244785,40.432586798647,2302145.0
2015-10-22,46.18,47.27,45.5901,46.98,1565510.0,0.0,1.0,41.172587835976,42.144396427167,40.646652158964,41.88584184786,1565510.0
2015-10-21,45.28,46.21,45.13,46.04,1158026.0,0.0,1.0,40.370177072607,41.199334861422,40.236441945379,41.047768383897,1158026.0
2015-10-20,44.78,45.62,44.73,45.1,1536233.0,0.0,1.0,39.92439331518,40.673310027658,39.879814939437,40.209694919933,1536233.0
2015-10-19,44.46,44.94,44.01,44.72,761628.0,0.0,1.0,39.639091710427,40.067044117557,39.237886328742,39.870899264289,761628.0
2015-10-16,44.28,44.49,43.59,44.46,898604.0,0.0,1.0,39.478609557753,39.665838735872,38.863427972503,39.639091710427,898604.0
2015-10-15,43.26,43.97,42.85,43.93,880509.0,0.0,1.0,38.569210692601,39.202223628148,38.203668011511,39.166560927554,880509.0
2015-10-14,43.46,43.72,42.73,43.05,757149.0,0.0,1.0,38.747524195572,38.979331749434,38.096679909728,38.381981514482,757149.0
2015-10-13,43.71,44.16,43.4,43.52,810482.0,0.0,1.0,38.970416074286,39.37162145597,38.694030144681,38.801018246463,810482.0
2015-10-12,44.28,44.64,43.84,43.94,747861.0,0.0,1.0,39.478609557753,39.7995738631,39.086319851217,39.175476602702,747861.0
2015-10-09,43.72,44.46,43.4601,44.41,957148.0,0.0,1.0,38.979331749434,39.639091710427,38.747613352324,39.594513334684,957148.0
2015-10-08,43.04,44.34,43.04,43.98,1134094.0,0.0,1.0,38.373065839333,39.532103608644,38.373065839333,39.211139303296,1134094.0
2015-10-07,43.43,43.81,42.62,43.44,1267928.0,0.0,1.0,38.720777170127,39.059572825771,37.998607483095,38.729692845275,1267928.0
2015-10-06,42.44,43.48,42.41,43.34,1879544.0,0.0,1.0,37.838125330421,38.765355545869,37.811378304975,38.64053609379,1879544.0
2015-10-05,41.6,42.64,41.53,42.48,1917884.0,0.0,1.0,37.089208617943,38.016438833392,37.026798891903,37.873788031015,1917884.0
2015-10-02,40.28,41.55,40.01,41.5,1491634.0,0.0,1.0,35.912339498335,37.0446302422,35.671616269325,37.000051866458,1491634.0
2015-10-01,41.3,41.63,39.81,40.52,1958362.0,0.0,1.0,36.821738363487,37.115955643389,35.493302766354,36.1263157019,1958362.0
2015-09-30,41.01,41.315,40.61,41.21,1714134.0,0.0,1.0,36.563183784179,36.83511187621,36.206556778237,36.74149728715,1714134.0
2015-09-29,40.2,40.91,39.66,40.43,2107971.0,0.0,1.0,35.841014097147,36.474027032693,35.359567639125,36.046074625563,2107971.0
2015-09-28,40.84,41.07,39.94,40.3,1704154.0,0.0,1.0,36.411617306654,36.61667783507,35.609206543285,35.930170848632,1704154.0
2015-09-25,41.31,41.86,40.45,41.0,1666433.0,0.0,1.0,36.830654038635,37.321016171805,36.06390597586,36.55426810903,1666433.0
2015-09-24,40.74,41.49,40.61,41.2,1364188.0,0.0,1.0,36.322460555168,36.991136191309,36.206556778237,36.732581612001,1364188.0
2015-09-23,41.22,41.58,40.65,41.08,785225.0,0.0,1.0,36.750412962298,37.071377267646,36.242219478831,36.625593510219,785225.0
2015-09-22,41.26,41.76,41.01,41.35,1000739.0,0.0,1.0,36.786075662893,37.23185942032,36.563183784179,36.866316739229,1000739.0
2015-09-21,42.72,42.83,41.44,41.72,1654971.0,0.0,1.0,38.08776423458,38.185836661214,36.946557815566,37.196196719726,1654971.0
2015-09-18,43.15,43.575,42.23,42.27,2062576.0,0.0,1.0,38.471138265967,38.85005445978,37.650896152301,37.686558852895,2062576.0
2015-09-17,43.99,44.43,42.87,43.61,1699111.0,0.0,1.0,39.220054978445,39.612344684981,38.221499361808,38.8812593228,1699111.0
2015-09-16,42.95,44.15,42.9,43.98,1539822.0,0.0,1.0,38.292824762996,39.362705780822,38.248246387254,39.211139303296,1539822.0
2015-09-15,43.26,43.32,42.76,43.0,1124594.0,0.0,1.0,38.569210692601,38.622704743493,38.123426935174,38.337403138739,1124594.0
2015-09-14,42.84,43.2,42.255,43.17,1409731.0,0.0,1.0,38.194752336362,38.51571664171,37.673185340173,38.488969616264,1409731.0
2015-09-11,42.23,42.87,41.68,42.78,1515426.0,0.0,1.0,37.650896152301,38.221499361808,37.160534019131,38.141258285471,1515426.0
2015-09-10,41.66,42.89,41.5,42.35,1433329.0,0.0,1.0,37.142702668834,38.239330712105,37.000051866458,37.757884254084,1433329.0
2015-09-09,42.03,42.24,41.65,41.79,1468699.0,0.0,1.0,37.47258264933,37.65981182745,37.133786993686,37.258606445765,1468699.0
2015-09-08,41.97,41.97,40.76,41.79,2177039.0,0.0,1.0,37.419088598439,37.419088598439,36.340291905465,37.258606445765,2177039.0
2015-09-04,41.2,41.56,40.71,41.25,1531901.0,0.36,1.0,36.732581612001,37.053545917349,36.295713529723,36.777159987744,1531901.0
2015-09-03,42.0,42.78,41.54,41.71,2093157.0,0.0,1.0,37.121863001328,37.811269028495,36.715290216075,36.865545375842,2093157.0
2015-09-02,41.68,42.08,41.12,41.81,2536864.0,0.0,1.0,36.839029759413,37.192571311806,36.344071586062,36.953930763941,2536864.0
2015-09-01,41.6,42.15,40.72,41.18,2337976.0,0.0,1.0,36.768321448934,37.254441083475,35.990530033668,36.397102818921,2337976.0
2015-08-31,42.25,42.61,41.55,42.48,2464488.0,0.0,1.0,37.342826471574,37.661013868728,36.724128754885,37.5461128642,2464488.0
2015-08-28,44.57,44.94,41.54,42.49,8430708.0,0.0,1.0,39.393367475457,39.720393411421,36.715290216075,37.55495140301,8430708.0
2015-08-27,46.05,47.0,45.44,46.2,2918657.0,0.0,1.0,40.701471219313,41.541132406248,40.162320351913,40.834049301461,2918657.0
2015-08-26,44.68,45.53,44.025,45.36,3783597.0,0.0,1.0,39.490591402365,40.241867201201,38.91166711032,40.091612041434,3783597.0
2015-08-25,44.08,44.68,43.27,43.89,4730143.0,0.0,1.0,38.960279073774,39.490591402365,38.244357430177,38.792346836387,4730143.0
2015-08-24,41.86,44.15,38.66,42.96,2318285.0,0.0,1.0,36.99812345799,39.022148845443,34.169791038841,37.970362727072,2318285.0
2015-08-21,44.7035,46.11,44.64,44.83,2025230.0,0.0,1.0,39.511361968568,40.754502452172,39.455237247125,39.623169484512,2025230.0
2015-08-20,45.66,46.0,45.185,45.23,1507980.0,0.0,1.0,40.356768205729,40.657278525264,39.936937612262,39.976711036906,1507980.0
2015-08-19,46.83,47.17,45.74,46.45,1753968.0,0.0,1.0,41.39087724648,41.691387566015,40.427476516208,41.055012771707,1753968.0
2015-08-18,47.04,47.7125,46.9,46.99,1619106.0,0.0,1.0,41.576486561487,42.170878296449,41.452747018149,41.532293867438,1619106.0
2015-08-17,47.44,47.47,46.46,46.95,1085631.0,0.0,1.0,41.930028113881,41.95654373031,41.063851310516,41.496939712199,1085631.0
2015-08-14,46.55,47.825,46.55,47.44,2436923.0,0.0,1.0,41.143398159805,42.27031185806,41.143398159805,41.930028113881,2436923.0
2015-08-13,45.65,46.87,45.59,46.1,1101632.0,0.0,1.0,40.347929666919,41.42623140172,40.29489843406,40.745663913362,1101632.0
2015-08-12,45.33,45.89,44.63,45.62,1279043.0,0.0,1.0,40.065096425004,40.560054598355,39.446398708316,40.32141405049,1279043.0
2015-08-11,45.43,45.8,45.0,45.72,1247562.0,0.0,1.0,40.153481813103,40.480507749067,39.77342464428,40.409799438588,1247562.0
2015-08-10,45.88,46.04,45.34,45.81,1216193.0,0.0,1.0,40.551216059546,40.692632680503,40.073934963814,40.489346287877,1216193.0
